tokens,ner_tags
"['Khi' 'đã' 'chắc_chắn' 'mình' 'không' 'khóc' ',' 'có' 'phần' 'bình_thản'
 'nữa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'số' 'không' 'nhiều' 'những' 'sáng_tạo' 'nghệ_thuật' 'thành_công'
 ',' 'tác_phẩm' 'của' 'Trần' 'Bạch' 'Đằng' 'giữ' 'vị_trí' 'nổi_trội' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0]
"['Đến' 'cầu' 'Bình_Triệu' ',' 'Quân' 'nhận' 'tin' 'báo' '“' 'bãi' 'đáp'
 '”' 'đã' 'bị' '“' 'bể' '”' '.']",[0 5 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Một' 'buổi' 'chiều' 'đang' 'đi' 'trên' 'đường' 'Nguyễn' 'Trãi' ','
 'thám_tử' 'Hậu' 'chợt' 'thấy' 'có' 'đôi' 'trai_gái' 'đi' 'ra' 'từ' 'hiệu'
 'giặt' 'là' 'có' 'hình_dáng' 'giống' 'Đào' '-' 'Tuấn' '.']",[0 0 0 0 0 0 5 6 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0]
"['Theo' 'tờ' 'New' 'Zealand' 'Herald' '(' '3-10' ')' ',' 'Uỷ_ban' 'Y_tế'
 'của' 'Quốc_hội' 'New' 'Zealand' 'sẽ' 'công_bố' 'bản' 'báo_cáo'
 'điều_tra' 'vào' 'thứ' 'tư' 'này' ',' 'trong' 'đó' 'lần' 'đầu_tiên'
 'chính_thức' 'thừa_nhận' 'chất_độc' 'da_cam' 'gây' 'hại' 'sức_khoẻ' 'các'
 'cựu_binh' 'trong' 'chiến_tranh' 'VN' 'và' 'con_cái' 'của' 'họ' '.']","[0 3 4 4 4 0 0 0 0 0 0 0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 5 0 0 0 0 0]"
"['Chúng_tôi' '13' 'anh_em' 'đến' 'Pagodon' 'Đồ_Sơn' ',' 'xuống' 'xem'
 'tàu' 'rồi' 'lên' 'bờ' 'nghỉ_ngơi' ',' 'tiếp_tục' 'ăn_uống' 'bồi_dưỡng'
 ',' 'không' 'phải' 'làm' 'gì' 'cả' '.']",[0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['""' 'Để' 'nó' 'phát' 'ra' 'tiếng_động' 'khi' 'chim' 'dính' 'ấy' 'mà' '""'
 '-' 'vừa' 'nói' 'ông' 'H.' 'vừa' 'thoăn_thoắt' 'buộc' 'những' 'ống_bơ'
 'vào' 'cheo' 'lưới' 'và' 'giương' 'lên' 'đón' 'những' 'chú' 'chim'
 'đầu_tiên' 'sa' 'bẫy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Nó' 'giống' 'như' 'loài' 'quí_hiếm' 'có' 'tên' 'trong' 'sách_đỏ' '.'],[0 0 0 0 0 0 0 0 0 0]
"['Thấy' 'tui' 'ở' 'nhà' 'lâu' 'ngày' 'nhiều' 'người' 'hỏi' '“' 'bộ'
 'thất_nghiệp' 'rồi' 'hả' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'chiến_tranh' 'thì' 'không' 'nề' 'nguy_hiểm' ',' 'hoà_bình' 'rồi'
 'má' 'lại' 'không' 'màng' 'vật_chất' ',' 'không' 'một' 'lời' 'đòi_hỏi'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vào' 'cuối' 'những' 'năm' '1990' ',' 'ông' 'nông_dân' 'Trần' 'Ngọc' 'Ẩn'
 '(' 'quê' 'ở' 'Quỳnh_Long' ',' 'Quỳnh_Lưu' ')' 'tình_cờ' 'biết' 'được'
 'có' 'một' 'lớp' 'đào_tạo' 'nghề' 'mây_tre' 'đan' 'trên' 'huyện' 'với'
 'mục_đích' 'đưa' 'nghề' 'này' 'vào' 'một_số' 'xã' 'có' 'buôn_lậu' 'trên'
 'biển' '.']","[0 0 0 0 0 0 0 0 1 2 2 0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"['Làm_ruộng' 'hai' 'tháng' 'là' 'hết' 'việc' ',' 'chẳng' 'biết' 'làm'
 'chi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
['Kỳ' '2' ':' 'Tìm' 'người' 'vô_danh' '.'],[0 0 0 0 0 0 0]
"['Nhưng' 'mới' 'ở' 'hiệp' 'thứ' 'hai' ',' 'đối_thủ' 'của' 'Nong_Tum' 'đã'
 'nằm' 'bất_động' 'trên' 'sàn' 'đấu' 'giữa' 'tiếng' 'reo_hò' 'man_dại'
 'của' 'những' 'kẻ' 'cá_cược' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tàu' 'đưa' 'chúng_tôi' 'đến' 'ga' 'Nam_Ninh' ',' 'vừa' 'dừng' 'chân'
 'ngồi' 'xuống' 'chiếc' 'ghế' 'hàng' 'giải_khát' ',' 'cô' 'bán' 'hàng'
 'đã' 'cười' 'rất' 'tươi' 'rồi' 'thẽ_thọt' 'bằng' 'tiếng' 'Việt' 'rất'
 'sõi' ':' '“' 'Có' 'mua' 'ba' 'số' 'Singapore' 'không' '?']","[0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0 0 0 0 0 0 0
 5 0 0]"
"['Thấy' 'tình_huống' 'nghiêm_trọng' ',' 'đội' 'KNCN' 'sân_bay'
 'quyết_định' 'áp_dụng' 'ngay' 'phương_án' 'cứu' 'nạn' 'cấp' '9' '(' 'cấp'
 'cao' 'nhất' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngồi' 'với' 'chúng_tôi' 'anh' 'kể' 'tên' ',' 'kể' 'hoàn_cảnh' 'của'
 'từng' 'người' ':' 'vợ_chồng' 'Trường' '-' 'Trinh' 'có' 'hai' 'con' 'nhỏ'
 'không' 'biết' 'bây_giờ' 'lang_thang' 'ở' 'đâu' ';' 'vợ_chồng' 'Mai'
 'Văn' 'Lắm' 'lục_đục' 'với' 'nhau' 'vì' 'Lắm' 'thất_nghiệp' 'không'
 'tiền_bạc' 'nên' 'bị' 'vợ' 'bỏ' 'dắt' 'con' 'về' 'quê' ';' 'Trương'
 'Xuân' 'Đào' 'dạt' 'về' 'tận' 'Định_Quán' '(' 'Đồng_Nai' ')' 'làm_thuê'
 ',' 'làm_mướn' ';' 'một_vài' 'người' 'còn' 'lại' 'từ' 'những' 'công_nhân'
 'xây_dựng' 'trở_thành' 'người' 'lượm' 've_chai' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Chính' 'vì_thế' 'mà' 'vào' 'buổi' '...' 'tiền' 'Sea' 'games' 'họ'
 'có_vẻ' 'khó' 'lẩn' 'hơn' 'những' '""' 'cánh' 'di_động' '""' 'khác' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['19' 'g' '.'],[0 0 0]
"['Lực_lượng' 'QLTT' 'cũng' 'tỏ' 'ra' 'bỡ_ngỡ' 'với' 'những' 'mặt_hàng'
 'mới' 'như' 'cá_chim_trắng' ',' 'ba_ba' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Phiên' 'chợ' 'bắt_đầu' 'từ' '12' 'g' '-' '18' 'g' 'trong' 'ngày' ','
 'thời_điểm' 'sôi_động' 'nhất' 'vào' 'khoảng' '16' 'g' '-' '17' 'g' ','
 'bởi' 'đây' 'là' 'lúc' 'các' 'lái_buôn' 'tập_trung' 'về' 'chợ' 'sau'
 'một' 'ngày' 'đi' 'thu_mua' 'chó' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Ừ' ',' 'cuộc_sống' 'ở' 'đây' 'làm_sao' 'mà' 'vui' 'được' 'khi' 'tứ_phía'
 'đều' 'là' 'những' 'tường' 'rào' ',' 'song' 'sắt' ',' 'bảo_vệ' 'canh_gác'
 ',' 'khám_xét' 'chặt_chẽ' 'mỗi' 'khi' 'ra_vào' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ba' 'chuyến' 'điều' 'quân' 'vào' 'bản' 'Na' 'trong' 'suốt' 'mùa_khô'
 'năm' '2003' 'đến' 'nay' 'mũi' 'Khệt_Phằn' 'đã' 'phát_hiện' 'và'
 'qui_tập' 'đến' '225' 'ngôi' 'mộ' '.']",[0 0 0 0 0 5 6 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0]
['Hơi' 'thở' 'phà' 'sau' 'gáy' '.'],[0 0 0 0 0 0]
"['Giới' 'truyền_thông' 'ở' 'Sài_Gòn' 'cũng' 'ào_ạt' 'kéo' 'ra' 'xem'
 'trận' 'tỉ_thí' 'có_một_không_hai' 'này' '.']",[0 0 0 5 0 0 0 0 0 0 0 0 0 0]
"['Muốn' 'đi' 'làm_thuê' ',' 'làm_mướn' 'cũng' 'không' 'ai' 'nhận' '.']",[0 0 0 0 0 0 0 0 0 0]
"['Nguyễn' 'Trung' 'Hiếu' 'rất' 'quan_tâm' 'và' 'đồng_ý' 'cho' 'địa_chỉ'
 'khu' 'nhà' '(' 'nhưng' 'không' 'cho' 'số' 'nhà' ')' '.']",[1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ở' 'đây' 'không' 'có' 'đèn_điện' '.'],[0 0 0 0 0 0]
"['Họp' 'tổ_dân_phố' ',' 'ông' 'tổ_trưởng' 'đứng' 'đọc' 'thư' 'xin_lỗi'
 'khách_hàng' 'của' 'Chi_nhánh' 'cấp_nước' 'Phú_Hoà_Tân' '.']",[0 0 0 0 0 0 0 0 0 0 0 3 4 4 0]
"['Ra' 'Bắc' ',' 'được' 'hưởng' 'yên_bình' ',' 'được' 'học_tập' ',' 'nhưng'
 'còn' 'những' 'nhớ_thương' '?']",[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Làm_sao' 'để' 'cắt' 'cái' 'vòng' 'luẩn_quẩn' 'thất_học' '-'
 'thất_nghiệp' '-' 'đói_nghèo' '-' 'tệ_nạn' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Đây' 'là' 'một' 'câu_chuyện' 'kỳ_lạ' '.'],[0 0 0 0 0 0]
"['Thầy' 'thuê' 'một' 'căn' 'phòng' 'trọ' 'ở' 'thị_trấn' 'Hoàn_Lão' ','
 'và' 'cả' 'hai' 'thầy_trò' 'bắt_đầu' 'âm_thầm' 'chuẩn_bị' 'cho' 'một'
 'cuộc' 'đua' 'đầy' 'thử_thách' '.']",[0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Chúng_tôi' 'cũng' 'vậy' '.'],[0 0 0 0]
['Phố' 'nhỏ' 'lọt' 'giữa' 'lòng' 'phố' 'lớn' '.'],[0 0 0 0 0 0 0 0]
['Thanh' 'bám' 'sát' '.'],[1 0 0 0]
"['Đi' 'Campuchia' 'đỏ' '-' 'đen' 'không' ',' 'hôm_nay' 'có' 'sexy' '100%'
 'đấy' '!' '?']",[0 5 0 0 0 0 0 0 0 0 0 0 0 0]
['Ước_mơ' ':' 'ngồi' 'được' 'trên' 'xe_lăn' 'bán' 'vé_số' '.'],[0 0 0 0 0 0 0 0 0]
"['Sau' 'khi' 'công_an' 'bóc' 'gỡ' 'nhiều' 'đường_dây' 'cung_cấp' 'thuốc'
 'lắc' 'lớn' ',' 'thị_trường' 'thuốc' 'lắc' 'đã' 'trở_nên' 'khan_hiếm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['BS' 'Hà' 'chuẩn_bị' 'y_cụ' ',' 'ĐDV' 'Kim' 'Chi' 'xách' 'theo' 'vali'
 'cấp_cứu' ',' 'ĐDV' 'Huệ' 'đem' 'chiếc' 'băng_ca' 'đẩy' 'vào' 'nhà' 'có'
 'nạn_nhân' '.']",[0 1 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
"['Hắn' 'thường' 'hay' 'bê' 'gà' 'đi' 'khắp' 'các' 'sới' 'bằng' 'chiếc'
 'ôtô' 'hiệu' 'Camry' 'trị_giá' 'vài' 'chục' 'ngàn' 'USD' 'của' 'mình' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'cuộc' 'điện_thoại' 'đầu_tiên' 'ấy' ',' 'tôi' 'tự' 'giới_thiệu'
 'mình' 'là' 'phóng_viên' 'trẻ' 'của' 'báo' 'Tuổi_Trẻ' 'và' 'với' 'tất_cả'
 'tình_cảm' 'của' 'mình' ',' 'tôi' 'kể' 'về' 'hành_trình' 'của' 'cuốn'
 'nhật_ký' 'của' 'một' 'người' 'nữ' 'bác_sĩ' 'mà' 'có_lẽ' 'ông' 'còn'
 'nhớ' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['Họ' 'là' 'những' 'người' 'cha' ',' 'người' 'mẹ' 'đã' 'từng' 'chiến_đấu'
 'năm' 'xưa' 'trong' 'những' 'cánh' 'rừng' 'ướt_đẫm' 'chất' 'khai_quang'
 'do' 'quân_đội' 'Mỹ' 'rải' 'xuống' ';' 'họ' 'là' 'những' 'thanh_niên'
 'nhiễm' 'chất_độc' 'da_cam' 'từ' 'cha_mẹ' ',' 'cầm' 'bút' 'không' 'vững'
 'song' 'vẫn' 'cố' 'ngoằn_ngoèo' 'vài' 'dòng' 'thư' 'nói' 'lên' 'nỗi'
 'đau' 'không' 'năm_tháng' 'của' 'chính' 'mình' '...']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
['Lúc' 'này' 'nước' 'hoàn_toàn' 'sạch' '.'],[0 0 0 0 0 0]
"['“' 'Cái' 'hang' 'nào' 'mà' 'bên' 'trên' 'bị' 'khoét' 'rộng' 'ra' 'là'
 'hang' '“' 'tụi' 'nó' '”' 'đấy' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sau' 'khi' 'được' 'mời' 'khám_nghiệm' ',' 'giám_định' 'vụ' 'này' ','
 'ông' 'Vinh' 'đã' 'khoanh' 'lại' 'vùng' 'cháy' 'đầu_tiên' 'xảy' 'ra'
 'tại' 'khu_vực' 'để' 'máy' 'photocopy' 'hiệu' 'Ricoh_FT' ',' 'bởi' 'ở'
 'đây' 'có' 'những' 'dấu_hiệu' 'đặc_trưng' 'mà' 'chỉ' 'những' 'người' 'có'
 'nghề' 'mới' 'tính_toán' 'xác_định' 'được' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
"['Môi_trường' 'cách_ly' ',' 'các' 'liệu_pháp' 'tâm_lý' ',' 'lao_động' ','
 'học_tập' 'để' 'trở_lại' 'một' 'cuộc_sống' 'đời_thường' 'cũng' 'đều'
 'xuất_phát' 'từ' 'đây' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Anh' 'lấy' 'ra' 'cuộn' 'chỉ' ',' 'ngắt' 'thành' '20' 'đoạn' 'dài' 'xếp'
 'lại' 'rồi' 'cho' 'vào' 'miệng' 'của' 'An' 'cùng' 'với' 'phần' 'đuôi'
 'cây' 'kim' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
"['Cái' 'giường' 'ọp_ẹp' 'vẫn' 'dành' 'chỗ' 'ấm' 'nhất' 'cho' 'mày' 'đó'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Dù_vậy' ',' 'Amanda' 'vẫn' 'ngập' 'mình' 'vào' 'tiệc_tùng' 'thác_loạn'
 'và' 'thậm_chí' 'dính' 'vào' 'ma_tuý' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhưng' 'chúng_tôi' '-' 'những' 'người' 'viết' 'bài' 'này' '-' 'tin'
 'rằng' 'có' 'ngân_hàng' 'sẽ' 'có' 'người' 'hiến' 'tặng' ',' 'bởi' 'tại'
 'VN' 'vừa_qua' 'đã' 'có' 'người' '“' 'mở_đường' '”' ':' 'tình_nguyện'
 'hiến' 'thận' ',' 'gan' 'cho' 'những' 'cháu' 'bé' 'không' 'may' 'mắc'
 'bệnh' 'hiểm_nghèo' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"['“' 'Cho_dù' 'hắn' 'nói' 'gì' ',' 'hắn' 'trông' 'bảnh_bao' 'như'
 'thế_nào' ',' 'khi' 'gặp' 'người_mẫu' ',' 'hắn' 'cũng' 'chỉ' 'có' 'mỗi'
 'mục_đích' 'duy_nhất' 'là' 'đưa' 'cô' 'ta' 'lên' 'giường' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sáng_sớm' 'tiếng' 'chim' 'hót' 'líu_lo' ',' 'tiếng' 'gà' 'gáy' 'tận'
 'góc' 'rừng' 'vọng' 'lại' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Bên' 'cạnh' 'phòng' 'thăm_nuôi' 'là' 'một' 'bất_ngờ' 'mà' 'ban'
 'giám_đốc' 'Trung_tâm' 'Trọng_Điểm' 'dành' 'cho' 'các' 'học_viên' 'và'
 'phụ_huynh' ':' 'siêu_thị' 'Co-op' 'Trọng_Điểm' 'với' 'hơn' '300'
 'mặt_hàng' ',' 'các' 'quầy' 'tự' 'chọn' 'xếp' 'dài' ',' 'hàng_hoá'
 'đầy_ắp' 'và' 'giá_cả' 'y_như' 'những' 'Co-op' 'ở' 'thành_phố' '.']","[0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 5 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
['”' '.'],[0 0]
"['12' 'triệu' 'm²' ',' 'và' 'một' 'sạp' 'rộng' 'khoảng' '32' 'm²' 'như'
 'ở' 'chợ' 'Tân_Xuân' 'thì' 'giá' '(' 'tuỳ' 'theo' 'vị_trí' 'hoặc'
 'chính_sách' 'được' 'hưởng' ')' 'cũng' 'phải' 'mất' 'từ' 'trên' '200' '-'
 '400' 'triệu' 'đồng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hoàng' 'cười' 'buồn' ':' '""' 'Không' 'vốn_liếng' 'thì' 'làm' 'gì' ','
 'vả_lại' 'nghề' 'này' 'ít' 'người' 'đi' ',' 'không' 'cạnh_tranh' ','
 'không' 'ép_uổng' 'nhau' '""' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Sạp' 'hàng' 'của' 'chị' 'Nguyễn' 'Thị' 'Kim' 'Hà' 'nằm' 'ở' 'chợ' 'Mai'
 'Xuân' 'Thưởng' '(' 'quận' '6' ')' 'trên' 'đường' 'Phan' 'Văn' 'Khoẻ' '.']",[0 0 0 0 1 2 2 2 0 0 5 6 6 6 0 5 6 0 0 5 6 6 6 0]
"['Người' 'dẫn' 'đường' 'khi' 'đưa' 'ra' 'những' 'cái' 'tên' 'Teh' 'Chor'
 'Joo' ',' 'Jboh' 'Yang' 'Chua' '...' 'là' 'những' 'người' 'từng' 'bị'
 'hải_tặc' 'bắt_cóc' 'thì' 'luôn' 'nhận' 'được' 'những' 'câu' 'trả_lời'
 'lạnh' 'hơn' 'dao_cạo' ':' '“' 'Làng' 'này' 'không' 'có' 'ai' 'như' 'thế'
 'cả' ',' 'biến' 'đi' '!' '”' '.']","[0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
['Và' 'tôi' 'phải' 'quay' 'về' 'phòng' '.'],[0 0 0 0 0 0 0]
"['Từ' 'hàng' 'lim' 'xào_xạc' 'trên' 'đường' 'Đại_La' ',' 'từ' 'tiếng'
 'sóng' 'sông' 'Hồng' 'dào_dạt' 'vỗ' 'đến' 'cả' 'âm_thanh' 'hỗn_tạp' 'của'
 'cuộc_sống' 'thủ_đô' 'vẫn' 'vang_vọng' 'trong' 'con' 'không' 'một' 'phút'
 'nào' 'nguôi' 'cả' '.']",[0 0 0 0 0 5 6 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lại' 'lên' 'xe' ',' '200' 'km' '.']",[0 0 0 0 0 0 0]
"['Một' 'lúc' 'sau' ',' 'ban' 'tổ_chức' 'hội_nghị' 'xướng' 'tên' 'những'
 'người' 'đoạt' 'giải' ',' 'hai' 'nông_dân' 'ấy' 'đã' 'rón_rén' 'bước'
 'lên' 'bục' 'cao' '""' 'ẵm' '""' 'một' 'giải' 'B' 'và' 'giải' 'C' 'của'
 'hội' 'thi' 'sáng_tạo' 'kỹ_thuật' 'cấp' 'tỉnh' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
['Sao' 'bây_giờ' 'ghét' 'đời' 'sinh_viên' 'đến' 'thế' '.'],[0 0 0 0 0 0 0 0]
['Bà' 'Loan' 'cũng' 'hiểu' 'Hùng' 'hơn' '.'],[0 1 0 0 1 0 0]
"['Là' 'một' 'trong' 'những' 'người' 'VN' 'hiếm_hoi' 'được' 'tới' 'thăm'
 '“' 'ngân_hàng' 'mắt' '”' 'ở' 'Mỹ' ',' 'bác_sĩ' 'Hoàng' 'Minh' 'Châu'
 'nói' 'suốt' 'đời' 'chị' 'sẽ' 'không' 'bao_giờ' 'quên' 'những'
 'câu_chuyện' 'xúc_động' 'được' 'mắt' 'thấy' ',' 'tai' 'nghe' 'từ' 'chính'
 'những' 'người' 'đã' 'hiến' 'tặng' 'giác_mạc' 'cho' 'người_bệnh' ','
 'trong' 'đó' 'có' 'những' 'người_bệnh' 'VN' '.']","[0 0 0 0 7 8 0 0 0 0 0 0 0 0 0 5 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]"
['Chúng_tôi' 'lập_tức' 'khiếu_nại' 'khắp' 'nơi' '.'],[0 0 0 0 0 0]
"['Đi' 'làm' 'thì_chớ' ',' 'hễ' 'về' 'đến' 'nhà' 'là' 'bà' 'lại' 'xuống'
 'bếp' 'ngồi' 'khóc' 'một_mình' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thương' 'biết_mấy' 'những' 'Thuận' ',' 'những' 'Liên' ',' 'những' 'Luận'
 ',' 'Xuân' ',' 'Nghĩa' 'mỗi' 'người' 'một' 'hoàn_cảnh' 'nhưng' 'đều'
 'rất' 'giống' 'nhau' ':' 'rất' 'ham' 'học' ',' 'rất' 'cố_gắng' 'để' 'đạt'
 'mức' 'hiểu_biết' 'cao' 'nhất' '.']",[0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Những' 'người' 'lạ_mặt' 'trong' 'đội' 'thi_hành' 'án' 'tử_hình'
 'lặng_lẽ' 'bước' 'vào' 'cùng' 'với' 'quản_giáo' 'quen_thuộc' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lúc' 'này' 'doanh_nghiệp' 'mới' 'được' 'phép' 'đem' 'thế_chấp' 'vay'
 'vốn' 'ngân_hàng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Thấy' 'tôi' 'ái_ngại' 'nhìn' 'vết' 'nứt' 'toác' 'sâu' ',' 'bụi' 'và'
 'đất' 'bẩn' 'bám' 'đầy' 'xung_quanh' ',' 'chị' 'cười' ':' '“' 'Không'
 'can' 'chi' 'mô' ',' 'vấp' 'hòn' 'đá' 'thôi' 'mà' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thậm_chí' 'lực_lượng' 'khai_thác' 'cát' 'còn' 'hăm_doạ' 'đưa' 'cần_cẩu'
 'vào' 'giật' 'sập' 'nhà' 'dân' 'nên' 'đã' 'xảy_ra' 'nhiều' 'trận' 'chiến'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhìn' 'khuôn_mặt' 'người' 'vợ' 'tái_nhợt' 'vì' 'lạnh' 'nhưng' 'vẫn'
 'bừng' 'lên' 'tia' 'hi_vọng' ',' 'GS' 'Anh' 'không' 'nỡ' 'từ_chối' 'cuộc'
 'gặp' 'không' 'hẹn' 'trước' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
"['10' 'g' '04' ',' 'Nghiêm' 'Xuân' 'Hồng' ',' '""' 'bộ_trưởng' 'phủ'
 'thủ_tướng' '""' ',' 'nhân_danh' '""' 'trung_tướng' 'chủ_tịch' '""' 'ra'
 'tiếp' 'đoàn' ',' 'nhưng' 'vừa' 'tới' 'cổng' 'đã' 'bị' 'hàng' 'ngàn'
 'tiếng' 'la_ó' ':' '""' 'Vô' 'đi' ',' 'vô' 'đi' ',' 'yêu_cầu' 'Nguyễn'
 'Khánh' 'ra' 'đây' '!' '""' '.']","[0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 2 0 0 0 0 0]"
"['Mua_bán' ',' 'lấn_chiếm' 'đất' 'dự_án' '.']",[0 0 0 0 0 0]
"['""' 'Đây' 'là' 'lĩnh_vực' 'cần' 'đầu_tư' 'lớn' ',' 'thu_hồi' 'vốn' 'lại'
 'chậm' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ông' 'Chương' 'nói' 'với' 'Kim' 'là' 'hai' 'người' 'phải' 'chuyển'
 'khỏi' 'nhà' 'một' 'thời_gian' 'để' 'sửa' 'trần' 'và' 'công_trình_phụ'
 '.']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
